fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments
494,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site D,14-Dec-17,< 1,initial,,
495,SFUSD,Lawton Alternative Elementary School,Lawton Alternative Elementary School - Site E,14-Dec-17,2.1,initial,,
496,SFUSD,Leadership High School,Leadership High School - Site A,6-Mar-18,< 1,initial,,
497,SFUSD,Leadership High School,Leadership High School - Site B,6-Mar-18,< 1,initial,,
498,SFUSD,Leadership High School,Leadership High School - Site C,6-Mar-18,< 1,initial,,
499,SFUSD,Leadership High School,Leadership High School - Site D,6-Mar-18,< 1,initial,,
500,SFUSD,Leadership High School,Leadership High School - Site E,6-Mar-18,< 1,initial,,
501,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site A,26-Sep-17,< 1,initial,,
502,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site B,,,,,
503,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site C,26-Sep-17,< 1,initial,,
504,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site D,26-Sep-17,< 1,initial,,
505,SFUSD,Leonard R. Flynn ES,Leonard R. Flynn ES - Site E,26-Sep-17,< 1,initial,,
506,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site A,7-Feb-18,< 1,initial,,
507,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site B,7-Feb-18,< 1,initial,,
508,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site C,7-Feb-18,< 1,initial,,
509,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site D,7-Feb-18,< 1,initial,,
510,SFUSD,Lick (James) Middle School,Lick (James) Middle School - Site E,7-Feb-18,< 1,initial,,
511,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site A,21-Mar-18,< 1,initial,,
512,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site B,21-Mar-18,< 1,initial,,
513,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site C,21-Mar-18,< 1,initial,,
514,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site D,21-Mar-18,< 1,initial,,
515,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site E,21-Mar-18,22,initial,,
515,SFUSD,Life Learning Academic Charter School,Life Learning Academic Charter School - Site E,13-Apr-18,45,repeat,,
516,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site A,21-Mar-18,< 1,initial,,
517,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site B,21-Mar-18,< 1,initial,,
518,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site C,21-Mar-18,< 1,initial,,
519,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site D,21-Mar-18,< 1,initial,,
520,SFUSD,Lincoln (Abraham) High School,Lincoln (Abraham) High School - Site E,21-Mar-18,< 1,initial,,
521,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site A,14-Dec-17,< 1,initial,,
522,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site B,14-Dec-17,< 1,initial,,
523,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site C,14-Dec-17,5.9,initial,,
524,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site D,14-Dec-17,2.1,initial,,
525,SFUSD,Longfellow Elementary School,Longfellow Elementary School - Site E,14-Dec-17,< 1,initial,,
526,SFUSD,Lowell High School,Lowell High School - Site A,7-Mar-18,< 1,initial,,
527,SFUSD,Lowell High School,Lowell High School - Site B,7-Mar-18,< 1,initial,,
528,SFUSD,Lowell High School,Lowell High School - Site C,7-Mar-18,4.3,initial,,
529,SFUSD,Lowell High School,Lowell High School - Site D,7-Mar-18,< 1,initial,,
530,SFUSD,Lowell High School,Lowell High School - Site E,7-Mar-18,< 1,initial,,
531,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site A,,,,,
532,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site B,,,,,
533,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site C,,,,,
534,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site D,,,,,
535,SFUSD,Mahler (Theresa S) Children Center,Mahler (Theresa S) Children Center - Site E,,,,,
536,SFUSD,Malcolm X ES,Malcolm X ES - Site A,6-Oct-17,2.45,initial,,
537,SFUSD,Malcolm X ES,Malcolm X ES - Site B,6-Oct-17,< 1,initial,,
538,SFUSD,Malcolm X ES,Malcolm X ES - Site C,6-Oct-17,< 1,initial,,
539,SFUSD,Malcolm X ES,Malcolm X ES - Site D,6-Oct-17,< 1,initial,,
540,SFUSD,Malcolm X ES,Malcolm X ES - Site E,6-Oct-17,16.2,initial,,
540,SFUSD,Malcolm X ES,Malcolm X ES - Site E,17-Oct-17,17.6,repeat,,
541,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
542,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
543,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,10.7,initial,,
544,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.42,initial,,
545,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,3.91,initial,,
546,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,4.32,initial,,
547,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
548,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.07,initial,,
549,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.74,initial,,
550,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,11.4,initial,,
551,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,5.71,initial,,
552,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,2.65,initial,,
553,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,5.35,initial,,
554,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,13.8,initial,,
555,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,7.16,initial,,
556,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,6.18,initial,,
557,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,4.54,initial,,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,43.1,initial,,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,216,repeat,,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,198,confirmatory,,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,15.5,investigative,2,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,8.08,investigative,3,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,8.49,investigative,4,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,8.54,investigative,5,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,5.37,investigative,6,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,5.34,investigative,7,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,3.96,investigative,8,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,3.49,investigative,9,
558,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,3.42,investigative,10,
559,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,18.9,initial,,
559,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,17.9,repeat,,
560,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,45.1,initial,,
560,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,22.6,repeat,,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,54.5,initial,,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,28.4,repeat,1,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,46.1,investigative,2,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,24.6,investigative,3,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,13.8,investigative,4,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,8.27,investigative,5,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,5.54,investigative,6,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,3.96,investigative,7,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,3.08,investigative,8,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,3.2,investigative,9,
561,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,2.76,investigative,10,
562,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,23.6,initial,,
562,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,5.07,repeat,,
562,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,14,confirmatory,,
563,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,18,initial,,
563,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,2.98,repeat,,
563,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,14.9,confirmatory,,
564,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
565,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.44,initial,,
566,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
567,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,5.84,initial,,
568,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,4.1,initial,,
569,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.19,initial,,
570,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.2,initial,,
571,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.14,initial,,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,380,initial,,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,7.69,repeat,,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,1-Nov-17,538,confirmatory,,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.32,investigative,2,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,2.09,investigative,3,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,2.48,investigative,4,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.72,investigative,5,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.45,investigative,6,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.4,investigative,7,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.45,investigative,8,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.36,investigative,9,
572,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.12,investigative,10,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,333,initial,,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,89.7,repeat,,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,17.8,investigative,2,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,9.18,investigative,3,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,5.01,investigative,4,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.92,investigative,5,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.62,investigative,6,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.58,investigative,7,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.7,investigative,8,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,4.09,investigative,9,
573,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,3.65,investigative,10,
574,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.55,initial,,
575,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
576,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.14,initial,,
577,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,3.43,initial,,
578,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.73,initial,,
579,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,< 1,initial,,
580,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,2.25,initial,,
581,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.17,initial,,
582,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,9.89,initial,,
583,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,6.87,initial,,
584,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.58,initial,,
585,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,1.64,initial,,
586,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,9.74,initial,,
587,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,19-Oct-17,2.16,initial,,
588,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,2.02,initial,,
589,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,1.69,initial,,
590,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,2,initial,,
591,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,1.49,initial,,
592,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,12.8,initial,,
593,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,5.02,initial,,
594,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,8.27,initial,,
595,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,4.69,initial,,
596,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,< 1,initial,,
597,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,1.71,initial,,
598,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,2.49,initial,,
599,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,< 1,initial,,
599,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,< 1,repeat,,
600,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,1.62,initial,,
601,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,1.13,initial,,
602,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,2,initial,,
603,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,4.18,initial,,
604,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,20-Oct-17,5.38,initial,,
605,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,< 1,initial,,
606,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,1.74,initial,,
607,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,10.5,initial,,
608,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,< 1,initial,,
609,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,24-Oct-17,< 1,initial,,NF on initial sampling date of 10/24/17. Successfully sampled on '11/15/17
610,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,15-Nov-17,2.62,initial,,
611,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,,,,,NF
612,SFUSD,Malcolm X ES,Malcolm X ES - SPECIAL SAMPLE,15-Nov-17,11.1,initial,,NF on initial sampling date of 10/24/17. Successfully sampled on '11/15/17
613,SFUSD,Marina Middle School,Marina Middle School - Site A,25-Jan-18,< 1,initial,,"Cl2-T=0.41,0.41"
614,SFUSD,Marina Middle School,Marina Middle School - Site B,25-Jan-18,< 1,initial,,"Cl2-T=0.56,0.56"
615,SFUSD,Marina Middle School,Marina Middle School - Site C,25-Jan-18,1.3,initial,,"Cl2-T=1.31,1.24"
616,SFUSD,Marina Middle School,Marina Middle School - Site D,25-Jan-18,< 1,initial,,"Cl2-T=0.32,0.32"
617,SFUSD,Marina Middle School,Marina Middle School - Site E,25-Jan-18,< 1,initial,,"Cl2-T=0.00,0.00; Entrained Air/Cloudy described as ""tastes like blood”"
618,SFUSD,Marshall ES,Marshall ES - Site A,13-Oct-17,3.94,initial,,
619,SFUSD,Marshall ES,Marshall ES - Site B,13-Oct-17,3.21,initial,,
620,SFUSD,Marshall ES,Marshall ES - Site C,13-Oct-17,< 1,initial,,
621,SFUSD,Marshall ES,Marshall ES - Site D,13-Oct-17,< 1,initial,,
622,SFUSD,Marshall ES,Marshall ES - Site E,13-Oct-17,< 1,initial,,
623,SFUSD,Marshall (Thurgood) High School,Marshall (Thurgood) High School - Site A,13-Dec-17,1.3,initial,,
624,SFUSD,Marshall (Thurgood) High School,Marshall (Thurgood) High School - Site B,13-Dec-17,1.8,initial,,
625,SFUSD,Marshall (Thurgood) High School,Marshall (Thurgood) High School - Site C,13-Dec-17,2.9,initial,,
626,SFUSD,Marshall (Thurgood) High School,Marshall (Thurgood) High School - Site D,13-Dec-17,2.7,initial,,
627,SFUSD,Marshall (Thurgood) High School,Marshall (Thurgood) High School - Site E,13-Dec-17,7.7,initial,,
628,SFUSD,McKinley ES,McKinley ES - Site A,20-Apr-17,< 1,initial,,
629,SFUSD,McKinley ES,McKinley ES - Site B,20-Apr-17,1.27,initial,,
630,SFUSD,McKinley ES,McKinley ES - Site C,20-Apr-17,< 1,initial,,
631,SFUSD,McKinley ES,McKinley ES - Site D,20-Apr-17,< 1,initial,,
632,SFUSD,McKinley ES,McKinley ES - Site E,20-Apr-17,< 1,initial,,
633,SFUSD,McClaren (John) Children Center,McClaren (John) Children Center - Site A,,,,,
634,SFUSD,McClaren (John) Children Center,McClaren (John) Children Center - Site B,,,,,
635,SFUSD,McClaren (John) Children Center,McClaren (John) Children Center - Site C,,,,,
636,SFUSD,McClaren (John) Children Center,McClaren (John) Children Center - Site D,,,,,
637,SFUSD,McClaren (John) Children Center,McClaren (John) Children Center - Site E,,,,,
638,SFUSD,Miraloma ES,Miraloma ES - Site A,13-Oct-17,1.63,initial,,
639,SFUSD,Miraloma ES,Miraloma ES - Site B,13-Oct-17,< 1,initial,,
640,SFUSD,Miraloma ES,Miraloma ES - Site C,13-Oct-17,< 1,initial,,
641,SFUSD,Miraloma ES,Miraloma ES - Site D,13-Oct-17,2,initial,,
642,SFUSD,Miraloma ES,Miraloma ES - Site E,13-Oct-17,1.46,initial,,
643,SFUSD,Mission Ed Center,Mission Ed Center - Site A,6-Oct-17,< 1,initial,,
644,SFUSD,Mission Ed Center,Mission Ed Center - Site B,6-Oct-17,< 1,initial,,
645,SFUSD,Mission Ed Center,Mission Ed Center - Site C,6-Oct-17,< 1,initial,,
646,SFUSD,Mission Ed Center,Mission Ed Center - Site D,6-Oct-17,< 1,initial,,
647,SFUSD,Mission Ed Center,Mission Ed Center - Site E,6-Oct-17,< 1,initial,,
648,SFUSD,Mission High School,Mission High School - Site A,27-Feb-18,< 1,initial,,"Cl2-T=0.03,0.03"
649,SFUSD,Mission High School,Mission High School - Site B,27-Feb-18,< 1,initial,,"Cl2-T=2.26,2.25"
650,SFUSD,Mission High School,Mission High School - Site C,27-Feb-18,< 1,initial,,"Cl2-T=2.63,2.65"
651,SFUSD,Mission High School,Mission High School - Site D,27-Feb-18,< 1,initial,,"Cl2-T=2.65,2.68"
652,SFUSD,Mission High School,Mission High School - Site E,1-Mar-18,1.2,initial,,"Cl2-T=1.81,1.82; Collected 3/1 (Evidenced water use on 2/27)"
653,SFUSD,Mission Preparatory Charter School,Mission Preparatory Charter School  - Site A,27-Feb-18,< 1,initial,,
654,SFUSD,Mission Preparatory Charter School,Mission Preparatory Charter School  - Site B,27-Feb-18,< 1,initial,,
655,SFUSD,Mission Preparatory Charter School,Mission Preparatory Charter School  - Site C,27-Feb-18,< 1,initial,,
656,SFUSD,Mission Preparatory Charter School,Mission Preparatory Charter School  - Site D,27-Feb-18,< 1,initial,,
657,SFUSD,Mission Preparatory Charter School,Mission Preparatory Charter School  - Site E,27-Feb-18,< 1,initial,,
658,SFUSD,New School of San Francisco,New School of San Francisco - Site A,20-Oct-17,2.5,initial,,
659,SFUSD,New School of San Francisco,New School of San Francisco - Site B,20-Oct-17,3.17,initial,,
660,SFUSD,New School of San Francisco,New School of San Francisco - Site C,20-Oct-17,4.12,initial,,
661,SFUSD,New School of San Francisco,New School of San Francisco - Site D,20-Oct-17,< 1,initial,,
662,SFUSD,New School of San Francisco,New School of San Francisco - Site E,20-Oct-17,12.4,initial,,
663,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,< 1,initial,,NF on initial sampling date of 10/20/17. Successfully sampled on 11/15/17. Resampled on 11/22.
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,15-Nov-17,52.6,initial,,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,9.4,repeat,,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,6-Dec-17,5,confirmatory,,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,1.35,investigative,2,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,3,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,4,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,5,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,6,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,7,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,8,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,9,
664,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,22-Nov-17,< 1,investigative,10,
665,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,15-Nov-17,2.8,initial,,NF on initial sampling date of 10/20/17. Successfully sampled on 11/15/17. Resampled on 11/22.
666,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,< 1,initial,,
667,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,1.16,initial,,
668,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,1.13,initial,,
669,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,1.31,initial,,
670,SFUSD,New School of San Francisco,New School of San Francisco - SPECIAL SAMPLE,20-Oct-17,< 1,initial,,
671,SFUSD,New Tradition ES,New Tradition ES - Site A,5-Oct-17,< 1,initial,,
672,SFUSD,New Tradition ES,New Tradition ES - Site B,5-Oct-17,< 1,initial,,
673,SFUSD,New Tradition ES,New Tradition ES - Site C,5-Oct-17,< 1,initial,,
674,SFUSD,New Tradition ES,New Tradition ES - Site D,5-Oct-17,< 1,initial,,
675,SFUSD,New Tradition ES,New Tradition ES - Site E,5-Oct-17,< 1,initial,,
676,SFUSD,Noriega ES,Noriega ES - Site A,1-Dec-17,< 1,initial,,
677,SFUSD,Noriega ES,Noriega ES - Site B,1-Dec-17,1.3,initial,,
678,SFUSD,Noriega ES,Noriega ES - Site C,1-Dec-17,4.2,initial,,
679,SFUSD,Noriega ES,Noriega ES - Site D,1-Dec-17,< 1,initial,,
680,SFUSD,Noriega ES,Noriega ES - Site E,1-Dec-17,< 1,initial,,
681,SFUSD,Paul Revere MS,Paul Revere MS - Site A,19-Oct-17,< 1,initial,,
682,SFUSD,Paul Revere MS,Paul Revere MS - Site B,19-Oct-17,< 1,initial,,
683,SFUSD,Paul Revere MS,Paul Revere MS - Site C,19-Oct-17,< 1,initial,,
684,SFUSD,Paul Revere MS,Paul Revere MS - Site D,19-Oct-17,< 1,initial,,
685,SFUSD,Paul Revere MS,Paul Revere MS - Site E,19-Oct-17,< 1,initial,,
686,SFUSD,Presidio Early Education,Presidio Early Education - Site A,,,,,
687,SFUSD,Presidio Early Education,Presidio Early Education - Site B,,,,,
688,SFUSD,Presidio Early Education,Presidio Early Education - Site C,,,,,
689,SFUSD,Presidio Early Education,Presidio Early Education - Site D,,,,,
690,SFUSD,Presidio Early Education,Presidio Early Education - Site E,,,,,
691,SFUSD,Presidio MS,Presidio MS - Site A,17-Oct-17,< 1,initial,,
