fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments
1,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site A,14-Mar-18,< 1,initial,,
2,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site B,14-Mar-18,< 1,initial,,
3,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site C,14-Mar-18,< 1,initial,,
4,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site D,14-Mar-18,< 1,initial,,
5,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site E,14-Mar-18,< 1,initial,,
6,SFUSD,Alamo ES,Alamo ES - Site A,12-Apr-17,< 1,initial,,
7,SFUSD,Alamo ES,Alamo ES - Site B,12-Apr-17,< 1,initial,,
8,SFUSD,Alamo ES,Alamo ES - Site C,12-Apr-17,< 1,initial,,
9,SFUSD,Alamo ES,Alamo ES - Site D,12-Apr-17,< 1,initial,,
10,SFUSD,Alamo ES,Alamo ES -Site E,12-Apr-17,2.66,initial,,
11,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site A,19-Apr-17,< 1,initial,,
12,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site B,19-Apr-17,< 1,initial,,
13,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site C,19-Apr-17,< 1,initial,,
14,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site D,19-Apr-17,< 1,initial,,
15,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site E,19-Apr-17,< 1,initial,,
16,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site A,15-Dec-17,< 1,initial,,
17,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site B,15-Dec-17,1,initial,,
18,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site C,15-Dec-17,1,initial,,
19,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site D,15-Dec-17,< 1,initial,,
20,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site E,15-Dec-17,< 1,initial,,
21,SFUSD,Aptos Middle School,Aptos Middle School - Site A,14-Feb-18,< 1,initial,,"Cl2-T=2.41, 2.42"
22,SFUSD,Aptos Middle School,Aptos Middle School - Site B,14-Feb-18,< 1,initial,,"Cl2-T=2.04, 2.06"
23,SFUSD,Aptos Middle School,Aptos Middle School - Site C,14-Feb-18,< 1,initial,,"Cl2-T=1.71, 1.72"
24,SFUSD,Aptos Middle School,Aptos Middle School - Site D,14-Feb-18,< 1,initial,,"Cl2-T=2.47, 2.55"
25,SFUSD,Aptos Middle School,Aptos Middle School - Site E,14-Feb-18,< 1,initial,,"Cl2-T=2.45, 2.42"
26,SFUSD,Argonne ES,Argonne ES - Site A,20-Apr-17,< 1,initial,,
27,SFUSD,Argonne ES,Argonne ES - Site B,20-Apr-17,< 1,initial,,
28,SFUSD,Argonne ES,Argonne ES - Site C,20-Apr-17,< 1,initial,,
29,SFUSD,Argonne ES,Argonne ES - Site D,20-Apr-17,< 1,initial,,
30,SFUSD,Argonne ES,Argonne ES - Site E,20-Apr-17,< 1,initial,,
31,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site A,14-Mar-18,< 1,initial,,
32,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site B,14-Mar-18,1.2,initial,,
33,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site C,14-Mar-18,1,initial,,
34,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site D,14-Mar-18,< 1,initial,,
35,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site E,14-Mar-18,< 1,initial,,
36,SFUSD,Balboa High School,Balboa High School - Site A,6-Mar-18,1.4,initial,,
37,SFUSD,Balboa High School,Balboa High School - Site B,6-Mar-18,1.2,initial,,
38,SFUSD,Balboa High School,Balboa High School - Site C,6-Mar-18,1.1,initial,,
39,SFUSD,Balboa High School,Balboa High School - Site D,6-Mar-18,2.9,initial,,
40,SFUSD,Balboa High School,Balboa High School - Site E,6-Mar-18,< 1,initial,,
41,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site A,27-Apr-17,< 1,initial,,
42,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site B,27-Apr-17,< 1,initial,,
43,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site C,,,,,"Not collected, canceled by school rep"
44,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site D,,,,,"Not collected, canceled by school rep"
45,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site E,27-Apr-17,< 1,initial,,
46,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site A,13-Dec-17,9.1,initial,,
47,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site B,13-Dec-17,11,initial,,
48,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site C,13-Dec-17,8,initial,,
49,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site D,13-Dec-17,2.1,initial,,
50,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site E,13-Dec-17,1,initial,,
51,SFUSD,Bret Harte ES,Bret Harte ES - Site A,29-Sep-17,< 1,initial,,
52,SFUSD,Bret Harte ES,Bret Harte ES - Site B,29-Sep-17,1.94,initial,,
53,SFUSD,Bret Harte ES,Bret Harte ES - Site C,29-Sep-17,1.03,initial,,
54,SFUSD,Bret Harte ES,Bret Harte ES - Site D,29-Sep-17,1.09,initial,,
55,SFUSD,Bret Harte ES,Bret Harte ES - Site E,29-Sep-17,< 1,initial,,
56,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site A,7-Feb-18,< 1,initial,,
57,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site B,7-Feb-18,< 1,initial,,
58,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site C,7-Feb-18,< 1,initial,,
59,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site D,7-Feb-18,< 1,initial,,
60,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site E,7-Feb-18,< 1,initial,,
61,SFUSD,Bryant ES,Bryant ES - Site A,21-Apr-17,2.85,initial,,
62,SFUSD,Bryant ES,Bryant ES - Site B,21-Apr-17,5.27,initial,,
63,SFUSD,Bryant ES,Bryant ES - Site C,21-Apr-17,< 1,initial,,
64,SFUSD,Bryant ES,Bryant ES - Site D,21-Apr-17,11.7,initial,,
65,SFUSD,Bryant ES,Bryant ES - Site E,21-Apr-17,5.61,initial,,
66,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site A,17-Jan-18,< 1,initial,,
67,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site B,17-Jan-18,5.5,initial,,
68,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site C,17-Jan-18,< 1,initial,,
69,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site D,17-Jan-18,< 1,initial,,
70,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site E,17-Jan-18,< 1,initial,,
71,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site A,20-Mar-18,< 1,initial,,
72,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site B,20-Mar-18,< 1,initial,,
73,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site C,20-Mar-18,< 1,initial,,
74,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site D,20-Mar-18,< 1,initial,,
75,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site E,20-Mar-18,1.2,initial,,
76,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site A,19-Sep-17,< 1,initial,,
77,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site B,19-Sep-17,< 1,initial,,
78,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site C,4-Oct-17,< 1,initial,,
79,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site D,4-Oct-17,< 1,initial,,
80,SFUSD,Cesar Chavez ES,Ceaar Chavez ES - Site E,4-Oct-17,< 1,initial,,
81,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site A,26-Sep-17,5.15,initial,,
82,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site B,26-Sep-17,< 1,initial,,
83,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site C,26-Sep-17,9.67,initial,,
84,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site D,26-Sep-17,2.02,initial,,
85,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site E,26-Sep-17,< 1,initial,,
86,SFUSD,Chinese Immersion School,Chinese Immersion School - Site A,27-Sep-17,< 1,initial,,
87,SFUSD,Chinese Immersion School,Chinese Immersion School - Site B,27-Sep-17,1.2,initial,,
88,SFUSD,Chinese Immersion School,Chinese Immersion School - Site C,27-Sep-17,< 1,initial,,
89,SFUSD,Chinese Immersion School,Chinese Immersion School - Site D,27-Sep-17,< 1,initial,,
90,SFUSD,Chinese Immersion School,Chinese Immersion School - Site E,27-Sep-17,1.38,initial,,
91,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site A,6-Mar-18,< 1,initial,,
92,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site B,6-Mar-18,< 1,initial,,
93,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site C,6-Mar-18,< 1,initial,,
94,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site D,6-Mar-18,< 1,initial,,
95,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site E,6-Mar-18,1.8,initial,,
96,SFUSD,Civic Center SS,Civic Center SS - Site A,28-Sep-17,< 1,initial,,
97,SFUSD,Civic Center SS,Civic Center SS - Site B,28-Sep-17,< 1,initial,,
98,SFUSD,Civic Center SS,Civic Center SS - Site C,28-Sep-17,< 1,initial,,
99,SFUSD,Civic Center SS,Civic Center SS - Site D,28-Sep-17,< 1,initial,,
100,SFUSD,Civic Center SS,Civic Center SS - Site E,28-Sep-17,1.46,initial,,
101,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site A,27-Sep-17,< 1,initial,,
102,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site B,27-Sep-17,< 1,initial,,
103,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site C,27-Sep-17,< 1,initial,,
104,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site D,27-Sep-17,< 1,initial,,
105,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site E,27-Sep-17,< 1,initial,,
106,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site A,13-Dec-17,< 1,initial,,
107,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site B,13-Dec-17,< 1,initial,,
108,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site C,13-Dec-17,1.3,initial,,
109,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site D,13-Dec-17,< 1,initial,,
110,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site E,13-Dec-17,1.1,initial,,
111,SFUSD,Clarendon ES,Clarendon ES - Site A,5-Oct-17,< 1,initial,,
112,SFUSD,Clarendon ES,Clarendon ES - Site B,5-Oct-17,< 1,initial,,
113,SFUSD,Clarendon ES,Clarendon ES - Site C,5-Oct-17,< 1,initial,,
114,SFUSD,Clarendon ES,Clarendon ES - Site D,5-Oct-17,< 1,initial,,
115,SFUSD,Clarendon ES,Clarendon ES - Site E,5-Oct-17,< 1,initial,,
116,SFUSD,Cleveland ES,Cleveland ES - Site A,5-Oct-17,< 1,initial,,
117,SFUSD,Cleveland ES,Cleveland ES - Site B,5-Oct-17,< 1,initial,,
118,SFUSD,Cleveland ES,Cleveland ES - Site C,5-Oct-17,< 1,initial,,
119,SFUSD,Cleveland ES,Cleveland ES - Site D,5-Oct-17,< 1,initial,,
120,SFUSD,Cleveland ES,Cleveland ES - Site E,5-Oct-17,< 1,initial,,
121,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site A,11-Apr-17,< 1,initial,,
122,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site B,11-Apr-17,< 1,initial,,
123,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site C,11-Apr-17,< 1,initial,,
124,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site D,13-Apr-17,< 1,initial,,
125,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site E,11-Apr-17,1.4,initial,,
126,SFUSD,Cooper (Sarah B) Children Center,Cooper (Sarah B) Children Center - Site A,,,,,
127,SFUSD,Cooper (Sarah B) Children Center,Cooper (Sarah B) Children Center - Site B,,,,,
128,SFUSD,Cooper (Sarah B) Children Center,Cooper (Sarah B) Children Center - Site C,,,,,
129,SFUSD,Cooper (Sarah B) Children Center,Cooper (Sarah B) Children Center - Site D,,,,,
130,SFUSD,Cooper (Sarah B) Children Center,Cooper (Sarah B) Children Center - Site E,,,,,
131,SFUSD,Creative Arts Charter,Creative Arts Charter - Site A,13-Dec-17,< 1,initial,,
132,SFUSD,Creative Arts Charter,Creative Arts Charter - Site B,13-Dec-17,< 1,initial,,
133,SFUSD,Creative Arts Charter,Creative Arts Charter - Site C,13-Dec-17,1.4,initial,,
134,SFUSD,Creative Arts Charter,Creative Arts Charter - Site D,13-Dec-17,1.5,initial,,
135,SFUSD,Creative Arts Charter,Creative Arts Charter - Site E,13-Dec-17,< 1,initial,,
136,SFUSD,D. Feinstein ES,D. Feinstein ES - Site A,27-Sep-17,< 1,initial,,
137,SFUSD,D. Feinstein ES,D. Feinstein ES - Site B,27-Sep-17,< 1,initial,,
138,SFUSD,D. Feinstein ES,D. Feinstein ES - Site C,27-Sep-17,< 1,initial,,
139,SFUSD,D. Feinstein ES,D. Feinstein ES - Site D,27-Sep-17,< 1,initial,,
140,SFUSD,D. Feinstein ES,D. Feinstein ES - Site E,27-Sep-17,< 1,initial,,
141,SFUSD,Daniel Webster ES,Daniel Webster ES - Site A,20-Sep-17,< 1,initial,,
142,SFUSD,Daniel Webster ES,Daniel Webster ES - Site B,20-Sep-17,< 1,initial,,
143,SFUSD,Daniel Webster ES,Daniel Webster ES - Site C,20-Sep-17,< 1,initial,,
144,SFUSD,Daniel Webster ES,Daniel Webster ES - Site D,20-Sep-17,< 1,initial,,
145,SFUSD,Daniel Webster ES,Daniel Webster ES - Site E,20-Sep-17,4.14,initial,,
146,SFUSD,Denman (James) Middle School,Denman (James) Middle School - Site A,19-Dec-17,< 1,initial,,
147,SFUSD,Denman (James) Middle School,Denman (James) Middle School - Site B,19-Dec-17,< 1,initial,,
148,SFUSD,Denman (James) Middle School,Denman (James) Middle School - Site C,19-Dec-17,< 1,initial,,
149,SFUSD,Denman (James) Middle School,Denman (James) Middle School - Site D,19-Dec-17,< 1,initial,,
150,SFUSD,Denman (James) Middle School,Denman (James) Middle School - Site E,19-Dec-17,< 1,initial,,
151,SFUSD,Downtown HS,Downtown High School - Site A,5-Dec-17,43,initial,,
151,SFUSD,Downtown HS,Downtown High School - Site A,12-Dec-17,36,repeat,,
152,SFUSD,Downtown HS,Downtown High School - Site B,5-Dec-17,< 1,initial,,
153,SFUSD,Downtown HS,Downtown High School - Site C,5-Dec-17,2.5,initial,,
154,SFUSD,Downtown HS,Downtown High School - Site D,5-Dec-17,49,initial,,
154,SFUSD,Downtown HS,Downtown High School - Site D,12-Dec-17,33,repeat,,
155,SFUSD,Downtown HS,Downtown High School - Site E,5-Dec-17,< 1,initial,,
156,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,2.3,initial,,
157,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,2.5,initial,,
158,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,2.5,initial,,
159,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,2.3,initial,,
160,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,3.6,initial,,
161,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,3.7,initial,,
162,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,2,initial,,
163,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,5.4,initial,,
164,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,35,initial,,Cl strip used for repeat sample
164,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,27,repeat,,Cl strip used for repeat sample
165,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,42,initial,,Cl strip used for repeat sample
165,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,13,repeat,,Cl strip used for repeat sample
165,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,21,confirmatory,,Cl strip used for repeat sample
166,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,< 1,initial,,
167,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,7.5,initial,,
168,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,3.7,initial,,
169,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,19,initial,,Cl strip used for repeat sample
169,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,11,repeat,,Cl strip used for repeat sample
169,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,12,confirmatory,,Cl strip used for repeat sample
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,63,initial,,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,25,repeat,,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,5.8,investigative,2,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,7.7,investigative,3,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,8.6,investigative,4,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,5.7,investigative,5,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,4.4,investigative,6,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,4.1,investigative,7,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,3.2,investigative,8,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,4.3,investigative,9,
170,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,3.8,investigative,10,
171,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,1.2,initial,,
172,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,< 1,initial,,
173,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,< 1,initial,,
174,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,1.1,initial,,
175,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,< 1,initial,,
176,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,1,initial,,
177,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,7.6,initial,,
178,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,7.1,initial,,
179,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,6.1,initial,,
180,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,5.5,initial,,
181,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,5.7,initial,,
182,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,6.2,initial,,
183,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,11,initial,,
184,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,12,initial,,
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,99,initial,,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,18,repeat,,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,18,investigative,2,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,5.2,investigative,3,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.6,investigative,4,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.4,investigative,5,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.2,investigative,6,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,3.1,investigative,7,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.1,investigative,8,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,3,investigative,9,Cl strip used for repeat sample
185,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.8,investigative,10,Cl strip used for repeat sample
186,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,8.9,initial,,
187,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,11,initial,,
188,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,9.7,initial,,
189,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,16,initial,,Cl strip used for repeat sample
189,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,2.2,repeat,,Cl strip used for repeat sample
189,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,3.8,confirmatory,,Cl strip used for repeat sample
190,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,8.3,initial,,
191,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,16,initial,,Cl strip used for repeat sample
191,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,6.5,repeat,,Cl strip used for repeat sample
191,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,6.5,confirmatory,,Cl strip used for repeat sample
192,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,8.3,initial,,
193,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,16,initial,,Cl strip used for repeat sample
193,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,6.5,repeat,,Cl strip used for repeat sample
193,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,6.5,confirmatory,,Cl strip used for repeat sample
194,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,19,initial,,Cl strip used for repeat sample
194,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,11,repeat,,Cl strip used for repeat sample
194,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,9.8,confirmatory,,Cl strip used for repeat sample
195,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,25,initial,,Cl strip used for repeat sample
195,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,6,repeat,,Cl strip used for repeat sample
195,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,14,confirmatory,,Cl strip used for repeat sample
196,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,35,initial,,Cl strip used for repeat sample
196,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,8,repeat,,Cl strip used for repeat sample
196,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2-Feb-18,6.4,confirmatory,,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,660,initial,,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,97,repeat,,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,180,investigative,2,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,39,investigative,3,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,41,investigative,4,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,50,investigative,5,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,28,investigative,6,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,56,investigative,7,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,25,investigative,8,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,42,investigative,9,Cl strip used for repeat sample
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,24,investigative,10,Cl strip used for repeat sample
198,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,36,initial,,Cl strip used for repeat sample
198,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,26-Jan-18,17,repeat,,Cl strip used for repeat sample
199,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,11,initial,,
200,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,9.5,initial,,
201,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,5.9,initial,,
202,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,16-Dec-17,5.3,initial,,
203,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site A,19-Apr-17,< 1,initial,,
