fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments,geo_school_name,address,lat,lon
196,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,2/2/18,6.4,confirmatory,NA,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,660,initial,NA,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,97,repeat,NA,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,180,investigative,2,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,39,investigative,3,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,41,investigative,4,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,50,investigative,5,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,28,investigative,6,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,56,investigative,7,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,25,investigative,8,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,42,investigative,9,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
197,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,24,investigative,10,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
198,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,36,initial,NA,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
198,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,1/26/18,17,repeat,NA,Cl strip used for repeat sample,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
199,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,11,initial,NA,NA,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
200,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,9.5,initial,NA,NA,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
201,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,5.9,initial,NA,NA,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
202,SFUSD,Downtown HS,Downtown High School - SPECIAL SAMPLE,12/16/17,5.3,initial,NA,NA,Downtown High School,"693 VERMONT ST, SAN FRANCISCO, CA 94107",37.7613983,-122.4037018
203,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site A,4/19/17,< 1,initial,NA,NA,"Cobb, Dr. William L. Cobb Elementary School / Preschool","2725 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.7876778,-122.4395523
204,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site B,4/19/17,< 1,initial,NA,NA,"Cobb, Dr. William L. Cobb Elementary School / Preschool","2725 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.7876778,-122.4395523
205,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site C,4/19/17,< 1,initial,NA,NA,"Cobb, Dr. William L. Cobb Elementary School / Preschool","2725 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.7876778,-122.4395523
206,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site D,4/19/17,< 1,initial,NA,NA,"Cobb, Dr. William L. Cobb Elementary School / Preschool","2725 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.7876778,-122.4395523
207,SFUSD,Dr. William Cobb ES,Dr. William Cobb ES - Site E,4/19/17,< 1,initial,NA,NA,"Cobb, Dr. William L. Cobb Elementary School / Preschool","2725 CALIFORNIA ST, SAN FRANCISCO, CA 94115",37.7876778,-122.4395523
208,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site A,10/4/17,< 1,initial,NA,NA,"Drew, Dr. Charles R. Drew Elementary / Early Education","50 POMONA ST, SAN FRANCISCO, CA 94124",37.7317963,-122.3938904
209,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site B,10/4/17,< 1,initial,NA,NA,"Drew, Dr. Charles R. Drew Elementary / Early Education","50 POMONA ST, SAN FRANCISCO, CA 94124",37.7317963,-122.3938904
210,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site C,10/4/17,< 1,initial,NA,NA,"Drew, Dr. Charles R. Drew Elementary / Early Education","50 POMONA ST, SAN FRANCISCO, CA 94124",37.7317963,-122.3938904
211,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site D,10/4/17,< 1,initial,NA,NA,"Drew, Dr. Charles R. Drew Elementary / Early Education","50 POMONA ST, SAN FRANCISCO, CA 94124",37.7317963,-122.3938904
212,SFUSD,Drew (Charles) College Prep.,Drew (Charles) College Prep. - Site E,10/4/17,< 1,initial,NA,NA,"Drew, Dr. Charles R. Drew Elementary / Early Education","50 POMONA ST, SAN FRANCISCO, CA 94124",37.7317963,-122.3938904
213,SFUSD,Edison Charter School,Edison Charter School - Site A,10/13/17,< 1,initial,NA,NA,Edison Charter K-8,"3531 22ND ST, SAN FRANCISCO, CA 94114",37.7544670,-122.4260406
214,SFUSD,Edison Charter School,Edison Charter School - Site B,10/24/17,< 1,initial,NA,NA,Edison Charter K-8,"3531 22ND ST, SAN FRANCISCO, CA 94114",37.7544670,-122.4260406
215,SFUSD,Edison Charter School,Edison Charter School - Site C,10/13/17,< 1,initial,NA,NA,Edison Charter K-8,"3531 22ND ST, SAN FRANCISCO, CA 94114",37.7544670,-122.4260406
216,SFUSD,Edison Charter School,Edison Charter School - Site D,10/24/17,< 1,initial,NA,NA,Edison Charter K-8,"3531 22ND ST, SAN FRANCISCO, CA 94114",37.7544670,-122.4260406
217,SFUSD,Edison Charter School,Edison Charter School - Site E,10/13/17,< 1,initial,NA,NA,Edison Charter K-8,"3531 22ND ST, SAN FRANCISCO, CA 94114",37.7544670,-122.4260406
218,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site A,10/20/17,< 1,initial,NA,NA,"Taylor, E. R. Taylor Elementary School / Preschool","423 BURROWS ST, SAN FRANCISCO, CA 94134",37.7273293,-122.4073105
219,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site B,10/20/17,< 1,initial,NA,NA,"Taylor, E. R. Taylor Elementary School / Preschool","423 BURROWS ST, SAN FRANCISCO, CA 94134",37.7273293,-122.4073105
220,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site C,10/20/17,< 1,initial,NA,NA,"Taylor, E. R. Taylor Elementary School / Preschool","423 BURROWS ST, SAN FRANCISCO, CA 94134",37.7273293,-122.4073105
221,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site D,10/20/17,< 1,initial,NA,NA,"Taylor, E. R. Taylor Elementary School / Preschool","423 BURROWS ST, SAN FRANCISCO, CA 94134",37.7273293,-122.4073105
222,SFUSD,Edward R. Taylor ES,Edward R. Taylor ES - Site E,10/20/17,< 1,initial,NA,NA,"Taylor, E. R. Taylor Elementary School / Preschool","423 BURROWS ST, SAN FRANCISCO, CA 94134",37.7273293,-122.4073105
223,SFUSD,Everett Middle School,Everett Middle School - Site A,1/18/18,< 1,initial,NA,NA,Everett Middle School,"450 CHURCH ST, SAN FRANCISCO, CA 94114",37.7635765,-122.4293671
224,SFUSD,Everett Middle School,Everett Middle School - Site B,1/18/18,< 1,initial,NA,NA,Everett Middle School,"450 CHURCH ST, SAN FRANCISCO, CA 94114",37.7635765,-122.4293671
225,SFUSD,Everett Middle School,Everett Middle School - Site C,1/18/18,< 1,initial,NA,NA,Everett Middle School,"450 CHURCH ST, SAN FRANCISCO, CA 94114",37.7635765,-122.4293671
226,SFUSD,Everett Middle School,Everett Middle School - Site D,1/18/18,< 1,initial,NA,NA,Everett Middle School,"450 CHURCH ST, SAN FRANCISCO, CA 94114",37.7635765,-122.4293671
227,SFUSD,Everett Middle School,Everett Middle School - Site E,1/18/18,< 1,initial,NA,NA,Everett Middle School,"450 CHURCH ST, SAN FRANCISCO, CA 94114",37.7635765,-122.4293671
228,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site A,10/18/17,< 1,initial,NA,NA,Monroe Elementary / Excelsior Monroe Early Education,"260 MADRID ST, SAN FRANCISCO, CA 94112",37.7253990,-122.4304886
229,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site B,10/18/17,< 1,initial,NA,NA,Monroe Elementary / Excelsior Monroe Early Education,"260 MADRID ST, SAN FRANCISCO, CA 94112",37.7253990,-122.4304886
230,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site C,10/18/17,< 1,initial,NA,NA,Monroe Elementary / Excelsior Monroe Early Education,"260 MADRID ST, SAN FRANCISCO, CA 94112",37.7253990,-122.4304886
231,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site D,10/18/17,< 1,initial,NA,NA,Monroe Elementary / Excelsior Monroe Early Education,"260 MADRID ST, SAN FRANCISCO, CA 94112",37.7253990,-122.4304886
232,SFUSD,Excelsior Monroe OST,Excelsior Monroe OST - Site E,10/18/17,< 1,initial,NA,NA,Monroe Elementary / Excelsior Monroe Early Education,"260 MADRID ST, SAN FRANCISCO, CA 94112",37.7253990,-122.4304886
233,SFUSD,Fairmount ES,Fairmount ES - Site A,10/6/17,< 1,initial,NA,NA,Fairmount Elementary School / Preschool,"65 CHENERY ST, SAN FRANCISCO, CA 94131",37.7404327,-122.4250107
234,SFUSD,Fairmount ES,Fairmount ES - Site B,10/6/17,< 1,initial,NA,NA,Fairmount Elementary School / Preschool,"65 CHENERY ST, SAN FRANCISCO, CA 94131",37.7404327,-122.4250107
235,SFUSD,Fairmount ES,Fairmount ES - Site C,10/6/17,< 1,initial,NA,NA,Fairmount Elementary School / Preschool,"65 CHENERY ST, SAN FRANCISCO, CA 94131",37.7404327,-122.4250107
236,SFUSD,Fairmount ES,Fairmount ES - Site D,10/6/17,1,initial,NA,NA,Fairmount Elementary School / Preschool,"65 CHENERY ST, SAN FRANCISCO, CA 94131",37.7404327,-122.4250107
237,SFUSD,Fairmount ES,Fairmount ES - Site E,10/6/17,2.16,initial,NA,NA,Fairmount Elementary School / Preschool,"65 CHENERY ST, SAN FRANCISCO, CA 94131",37.7404327,-122.4250107
238,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site A,9/28/17,< 1,initial,NA,NA,"Key, Francis Scott Key Elementary/Early Education","1530 43RD AVE, SAN FRANCISCO, CA 94122",37.7580986,-122.5019989
239,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site B,9/28/17,< 1,initial,NA,NA,"Key, Francis Scott Key Elementary/Early Education","1530 43RD AVE, SAN FRANCISCO, CA 94122",37.7580986,-122.5019989
240,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site C,9/28/17,< 1,initial,NA,NA,"Key, Francis Scott Key Elementary/Early Education","1530 43RD AVE, SAN FRANCISCO, CA 94122",37.7580986,-122.5019989
241,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site D,9/28/17,< 1,initial,NA,NA,"Key, Francis Scott Key Elementary/Early Education","1530 43RD AVE, SAN FRANCISCO, CA 94122",37.7580986,-122.5019989
242,SFUSD,Francis Scott Key ES,Francis Scott Key ES - Site E,9/28/17,< 1,initial,NA,NA,"Key, Francis Scott Key Elementary/Early Education","1530 43RD AVE, SAN FRANCISCO, CA 94122",37.7580986,-122.5019989
243,SFUSD,Francisco Middle School,Francisco Middle School - Site A,1/24/18,< 1,initial,NA,NA,Francisco Middle School,"2190 POWELL ST, SAN FRANCISCO, CA 94133",37.8045692,-122.410965
244,SFUSD,Francisco Middle School,Francisco Middle School - Site B,1/24/18,< 1,initial,NA,NA,Francisco Middle School,"2190 POWELL ST, SAN FRANCISCO, CA 94133",37.8045692,-122.410965
245,SFUSD,Francisco Middle School,Francisco Middle School - Site C,1/24/18,< 1,initial,NA,NA,Francisco Middle School,"2190 POWELL ST, SAN FRANCISCO, CA 94133",37.8045692,-122.410965
246,SFUSD,Francisco Middle School,Francisco Middle School - Site D,1/24/18,< 1,initial,NA,NA,Francisco Middle School,"2190 POWELL ST, SAN FRANCISCO, CA 94133",37.8045692,-122.410965
247,SFUSD,Francisco Middle School,Francisco Middle School - Site E,1/24/18,< 1,initial,NA,NA,Francisco Middle School,"2190 POWELL ST, SAN FRANCISCO, CA 94133",37.8045692,-122.410965
248,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site A,10/3/17,< 1,initial,NA,NA,"Mccoppin, Frank Mccoppin Elementary / Early Education","651 06TH AVE, SAN FRANCISCO, CA 94118",37.7763100,-122.4644775
249,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site B,10/3/17,< 1,initial,NA,NA,"Mccoppin, Frank Mccoppin Elementary / Early Education","651 06TH AVE, SAN FRANCISCO, CA 94118",37.7763100,-122.4644775
250,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site C,10/3/17,< 1,initial,NA,NA,"Mccoppin, Frank Mccoppin Elementary / Early Education","651 06TH AVE, SAN FRANCISCO, CA 94118",37.7763100,-122.4644775
251,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site D,10/3/17,< 1,initial,NA,NA,"Mccoppin, Frank Mccoppin Elementary / Early Education","651 06TH AVE, SAN FRANCISCO, CA 94118",37.7763100,-122.4644775
252,SFUSD,Frank McCoppin ES,Frank McCoppin ES - Site E,10/3/17,< 1,initial,NA,NA,"Mccoppin, Frank Mccoppin Elementary / Early Education","651 06TH AVE, SAN FRANCISCO, CA 94118",37.7763100,-122.4644775
253,SFUSD,Galileo High School,Galileo High School - Site A,12/13/17,< 1,initial,NA,NA,Galileo High School,"1150 FRANCISCO ST, SAN FRANCISCO, CA 94109",37.8037910,-122.4241486
254,SFUSD,Galileo High School,Galileo High School - Site B,12/13/17,1.5,initial,NA,NA,Galileo High School,"1150 FRANCISCO ST, SAN FRANCISCO, CA 94109",37.8037910,-122.4241486
255,SFUSD,Galileo High School,Galileo High School - Site C,12/13/17,< 1,initial,NA,NA,Galileo High School,"1150 FRANCISCO ST, SAN FRANCISCO, CA 94109",37.8037910,-122.4241486
256,SFUSD,Galileo High School,Galileo High School - Site D,12/13/17,1.1,initial,NA,NA,Galileo High School,"1150 FRANCISCO ST, SAN FRANCISCO, CA 94109",37.8037910,-122.4241486
257,SFUSD,Galileo High School,Galileo High School - Site E,12/13/17,< 1,initial,NA,NA,Galileo High School,"1150 FRANCISCO ST, SAN FRANCISCO, CA 94109",37.8037910,-122.4241486
258,SFUSD,Gateway High School,Gateway High School - Site A,1/18/18,< 1,initial,NA,NA,Gateway High School / Kipp Sf Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.7832642,-122.4366913
259,SFUSD,Gateway High School,Gateway High School - Site B,1/18/18,< 1,initial,NA,NA,Gateway High School / Kipp Sf Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.7832642,-122.4366913
260,SFUSD,Gateway High School,Gateway High School - Site C,1/18/18,< 1,initial,NA,NA,Gateway High School / Kipp Sf Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.7832642,-122.4366913
261,SFUSD,Gateway High School,Gateway High School - Site D,1/18/18,< 1,initial,NA,NA,Gateway High School / Kipp Sf Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.7832642,-122.4366913
262,SFUSD,Gateway High School,Gateway High School - Site E,1/18/18,2.1,initial,NA,NA,Gateway High School / Kipp Sf Bay Academy,"1430 SCOTT ST, SAN FRANCISCO, CA 94115",37.7832642,-122.4366913
263,SFUSD,Gateway Middle School,Gateway Middle School - Site A,1/18/18,< 1,initial,NA,NA,Gateway Middle School,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",37.7794189,-122.4359207
264,SFUSD,Gateway Middle School,Gateway Middle School - Site B,1/18/18,< 1,initial,NA,NA,Gateway Middle School,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",37.7794189,-122.4359207
265,SFUSD,Gateway Middle School,Gateway Middle School - Site C,1/18/18,< 1,initial,NA,NA,Gateway Middle School,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",37.7794189,-122.4359207
266,SFUSD,Gateway Middle School,Gateway Middle School - Site D,1/18/18,< 1,initial,NA,NA,Gateway Middle School,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",37.7794189,-122.4359207
267,SFUSD,Gateway Middle School,Gateway Middle School - Site E,1/18/18,< 1,initial,NA,NA,Gateway Middle School,"1512 GOLDEN GATE AVE, SAN FRANCISCO CA 94115",37.7794189,-122.4359207
268,SFUSD,George Moscone ES,George Moscone ES - Site A,9/21/17,< 1,initial,NA,School is shared with Las Americas,"Moscone, George Moscone Elementary / Las Americas Early Education","2576 HARRISON ST, SAN FRANCISCO, CA 94110",37.7567406,-122.4126205
269,SFUSD,George Moscone ES,George Moscone ES - Site B,9/21/17,< 1,initial,NA,NA,"Moscone, George Moscone Elementary / Las Americas Early Education","2576 HARRISON ST, SAN FRANCISCO, CA 94110",37.7567406,-122.4126205
270,SFUSD,George Moscone ES,George Moscone ES - Site C,9/21/17,< 1,initial,NA,NA,"Moscone, George Moscone Elementary / Las Americas Early Education","2576 HARRISON ST, SAN FRANCISCO, CA 94110",37.7567406,-122.4126205
271,SFUSD,George Moscone ES,George Moscone ES - Site D,9/21/17,< 1,initial,NA,Located at the entrance to the Las Americas side of the school,"Moscone, George Moscone Elementary / Las Americas Early Education","2576 HARRISON ST, SAN FRANCISCO, CA 94110",37.7567406,-122.4126205
272,SFUSD,George Moscone ES,George Moscone ES - Site E,9/21/17,< 1,initial,NA,Located in Las Americas building (in front of PK classroom),"Moscone, George Moscone Elementary / Las Americas Early Education","2576 HARRISON ST, SAN FRANCISCO, CA 94110",37.7567406,-122.4126205
273,SFUSD,George Peabody ES,George Peabody ES - Site A,10/4/17,< 1,initial,NA,NA,"Peabody, George Peabody Elementary School","251 06TH AVE, SAN FRANCISCO, CA 94118",37.7838554,-122.4650269
274,SFUSD,George Peabody ES,George Peabody ES - Site B,10/4/17,< 1,initial,NA,NA,"Peabody, George Peabody Elementary School","251 06TH AVE, SAN FRANCISCO, CA 94118",37.7838554,-122.4650269
275,SFUSD,George Peabody ES,George Peabody ES - Site C,10/4/17,8.17,initial,NA,NA,"Peabody, George Peabody Elementary School","251 06TH AVE, SAN FRANCISCO, CA 94118",37.7838554,-122.4650269
276,SFUSD,George Peabody ES,George Peabody ES - Site D,10/4/17,< 1,initial,NA,NA,"Peabody, George Peabody Elementary School","251 06TH AVE, SAN FRANCISCO, CA 94118",37.7838554,-122.4650269
277,SFUSD,George Peabody ES,George Peabody ES - Site E,10/4/17,< 1,initial,NA,NA,"Peabody, George Peabody Elementary School","251 06TH AVE, SAN FRANCISCO, CA 94118",37.7838554,-122.4650269
278,SFUSD,George Washington Carver ES,George Washington Carver ES - Site A,4/20/17,2.15,initial,NA,NA,"Carver, Dr. George Washington Carver Elementary School","1360 OAKDALE AVE, SAN FRANCISCO, CA 94124",37.7316666,-122.3853378
279,SFUSD,George Washington Carver ES,George Washington Carver ES - Site B,4/20/17,4.75,initial,NA,NA,"Carver, Dr. George Washington Carver Elementary School","1360 OAKDALE AVE, SAN FRANCISCO, CA 94124",37.7316666,-122.3853378
280,SFUSD,George Washington Carver ES,George Washington Carver ES - Site C,4/20/17,< 1,initial,NA,NA,"Carver, Dr. George Washington Carver Elementary School","1360 OAKDALE AVE, SAN FRANCISCO, CA 94124",37.7316666,-122.3853378
281,SFUSD,George Washington Carver ES,George Washington Carver ES - Site D,4/20/17,3.57,initial,NA,NA,"Carver, Dr. George Washington Carver Elementary School","1360 OAKDALE AVE, SAN FRANCISCO, CA 94124",37.7316666,-122.3853378
282,SFUSD,George Washington Carver ES,George Washington Carver ES -  Site E,4/20/17,5.17,initial,NA,NA,"Carver, Dr. George Washington Carver Elementary School","1360 OAKDALE AVE, SAN FRANCISCO, CA 94124",37.7316666,-122.3853378
283,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site A,2/13/18,< 1,initial,NA,NA,"Giannini, A.P. Giannini Middle School","3151 ORTEGA ST, SAN FRANCISCO, CA 94116",37.7503014,-122.496666
284,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site B,2/13/18,< 1,initial,NA,NA,"Giannini, A.P. Giannini Middle School","3151 ORTEGA ST, SAN FRANCISCO, CA 94116",37.7503014,-122.496666
285,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site C,2/13/18,< 1,initial,NA,NA,"Giannini, A.P. Giannini Middle School","3151 ORTEGA ST, SAN FRANCISCO, CA 94116",37.7503014,-122.496666
286,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site D,2/13/18,< 1,initial,NA,NA,"Giannini, A.P. Giannini Middle School","3151 ORTEGA ST, SAN FRANCISCO, CA 94116",37.7503014,-122.496666
287,SFUSD,Giannini (A.P.) Middle School,Giannini (A.P.) Middle School - Site E,2/13/18,< 1,initial,NA,NA,"Giannini, A.P. Giannini Middle School","3151 ORTEGA ST, SAN FRANCISCO, CA 94116",37.7503014,-122.496666
288,SFUSD,Glen Park ES,Glen Park ES - Site A,9/26/17,1.89,initial,NA,NA,Glen Park Elementary School,"151 LIPPARD AVE, SAN FRANCISCO, CA 94131",37.7331314,-122.4356232
289,SFUSD,Glen Park ES,Glen Park ES - Site B,9/26/17,< 1,initial,NA,NA,Glen Park Elementary School,"151 LIPPARD AVE, SAN FRANCISCO, CA 94131",37.7331314,-122.4356232
290,SFUSD,Glen Park ES,Glen Park ES - Site C,9/26/17,1.81,initial,NA,NA,Glen Park Elementary School,"151 LIPPARD AVE, SAN FRANCISCO, CA 94131",37.7331314,-122.4356232
291,SFUSD,Glen Park ES,Glen Park ES - Site D,9/26/17,< 1,initial,NA,NA,Glen Park Elementary School,"151 LIPPARD AVE, SAN FRANCISCO, CA 94131",37.7331314,-122.4356232
292,SFUSD,Glen Park ES,Glen Park ES - Site E,9/26/17,1.93,initial,NA,NA,Glen Park Elementary School,"151 LIPPARD AVE, SAN FRANCISCO, CA 94131",37.7331314,-122.4356232
293,SFUSD,Grattan ES,Grattan ES - Site A,10/3/17,3.24,initial,NA,NA,Grattan Elementary / Early Education,"165 GRATTAN ST, SAN FRANCISCO, CA 94117",37.7634926,-122.4504242
294,SFUSD,Grattan ES,Grattan ES - Site B,9/29/17,< 1,initial,NA,NA,Grattan Elementary / Early Education,"165 GRATTAN ST, SAN FRANCISCO, CA 94117",37.7634926,-122.4504242
295,SFUSD,Grattan ES,Grattan ES - Site C,9/29/17,1.24,initial,NA,NA,Grattan Elementary / Early Education,"165 GRATTAN ST, SAN FRANCISCO, CA 94117",37.7634926,-122.4504242
296,SFUSD,Grattan ES,Grattan ES - Site D,9/29/17,1.5,initial,NA,NA,Grattan Elementary / Early Education,"165 GRATTAN ST, SAN FRANCISCO, CA 94117",37.7634926,-122.4504242
297,SFUSD,Grattan ES,Grattan ES - Site E,9/29/17,1.08,initial,NA,NA,Grattan Elementary / Early Education,"165 GRATTAN ST, SAN FRANCISCO, CA 94117",37.7634926,-122.4504242
298,SFUSD,Guadalupe ES,Guadalupe ES - Site A,10/5/17,< 1,initial,NA,NA,Guadalupe Elementary School,"859 PRAGUE ST, SAN FRANCISCO, CA 94112",37.7101822,-122.4340286
299,SFUSD,Guadalupe ES,Guadalupe ES - Site B,10/5/17,< 1,initial,NA,NA,Guadalupe Elementary School,"859 PRAGUE ST, SAN FRANCISCO, CA 94112",37.7101822,-122.4340286
300,SFUSD,Guadalupe ES,Guadalupe ES - Site C,10/5/17,< 1,initial,NA,NA,Guadalupe Elementary School,"859 PRAGUE ST, SAN FRANCISCO, CA 94112",37.7101822,-122.4340286
301,SFUSD,Guadalupe ES,Guadalupe ES - Site D,10/5/17,< 1,initial,NA,NA,Guadalupe Elementary School,"859 PRAGUE ST, SAN FRANCISCO, CA 94112",37.7101822,-122.4340286
302,SFUSD,Guadalupe ES,Guadalupe ES - Site E,10/5/17,< 1,initial,NA,NA,Guadalupe Elementary School,"859 PRAGUE ST, SAN FRANCISCO, CA 94112",37.7101822,-122.4340286
303,SFUSD,Harvey Milk ES,Harvey Milk ES - Site A,4/13/17,< 1,initial,NA,NA,"Milk, Harvey Milk Elementary School","4235 19TH ST, SAN FRANCISCO, CA 94114",37.7589264,-122.4364471
304,SFUSD,Harvey Milk ES,Harvey Milk ES - Site B,4/13/17,< 1,initial,NA,NA,"Milk, Harvey Milk Elementary School","4235 19TH ST, SAN FRANCISCO, CA 94114",37.7589264,-122.4364471
305,SFUSD,Harvey Milk ES,Harvey Milk ES - Site C,4/13/17,< 1,initial,NA,NA,"Milk, Harvey Milk Elementary School","4235 19TH ST, SAN FRANCISCO, CA 94114",37.7589264,-122.4364471
306,SFUSD,Harvey Milk ES,Harvey Milk ES - Site D,4/13/17,< 1,initial,NA,NA,"Milk, Harvey Milk Elementary School","4235 19TH ST, SAN FRANCISCO, CA 94114",37.7589264,-122.4364471
307,SFUSD,Harvey Milk ES,Harvey Milk ES - Site E,4/13/17,< 1,initial,NA,NA,"Milk, Harvey Milk Elementary School","4235 19TH ST, SAN FRANCISCO, CA 94114",37.7589264,-122.4364471
308,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site A,NA,NA,NA,NA,NA,"Havard, Leola M. Havard Early Education School","1520 OAKDALE AVE, SAN FRANCISCO CA 94124",37.7340851,-122.388588
309,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site B,NA,NA,NA,NA,NA,"Havard, Leola M. Havard Early Education School","1520 OAKDALE AVE, SAN FRANCISCO CA 94124",37.7340851,-122.388588
310,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site C,NA,NA,NA,NA,NA,"Havard, Leola M. Havard Early Education School","1520 OAKDALE AVE, SAN FRANCISCO CA 94124",37.7340851,-122.388588
311,SFUSD,Havard (Leona M) Early Education,Havard (Leona M) Early Education - Site D,NA,NA,NA,NA,NA,"Havard, Leola M. Havard Early Education School","1520 OAKDALE AVE, SAN FRANCISCO CA 94124",37.7340851,-122.388588
