fw_id,school_district,school_name,sample_point_name,sample_date,Pb (µg/L),result,investigative_sample_number,comments,geo_school_name,address,lat,lon
1,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site A,3/14/18,< 1,initial,NA,NA,Academy (The) - SF @ McAteer,"555 PORTOLA DR, SAN FRANCISCO, CA 94131",37.745314,-122.448565
2,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site B,3/14/18,< 1,initial,NA,NA,Academy (The) - SF @ McAteer,"555 PORTOLA DR, SAN FRANCISCO, CA 94131",37.745314,-122.448565
3,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site C,3/14/18,< 1,initial,NA,NA,Academy (The) - SF @ McAteer,"555 PORTOLA DR, SAN FRANCISCO, CA 94131",37.745314,-122.448565
4,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site D,3/14/18,< 1,initial,NA,NA,Academy (The) - SF @ McAteer,"555 PORTOLA DR, SAN FRANCISCO, CA 94131",37.745314,-122.448565
5,SFUSD,Academy (The) - SF @ McAteer,Academy (The) - SF @ McAteer  - Site E,3/14/18,< 1,initial,NA,NA,Academy (The) - SF @ McAteer,"555 PORTOLA DR, SAN FRANCISCO, CA 94131",37.745314,-122.448565
6,SFUSD,Alamo ES,Alamo ES - Site A,4/12/17,< 1,initial,NA,NA,Alamo Elementary School,"250 23RD AVE, SAN FRANCISCO, CA 94121",37.7830048,-122.4822998
7,SFUSD,Alamo ES,Alamo ES - Site B,4/12/17,< 1,initial,NA,NA,Alamo Elementary School,"250 23RD AVE, SAN FRANCISCO, CA 94121",37.7830048,-122.4822998
8,SFUSD,Alamo ES,Alamo ES - Site C,4/12/17,< 1,initial,NA,NA,Alamo Elementary School,"250 23RD AVE, SAN FRANCISCO, CA 94121",37.7830048,-122.4822998
9,SFUSD,Alamo ES,Alamo ES - Site D,4/12/17,< 1,initial,NA,NA,Alamo Elementary School,"250 23RD AVE, SAN FRANCISCO, CA 94121",37.7830048,-122.4822998
10,SFUSD,Alamo ES,Alamo ES -Site E,4/12/17,2.66,initial,NA,NA,Alamo Elementary School,"250 23RD AVE, SAN FRANCISCO, CA 94121",37.7830048,-122.4822998
11,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site A,4/19/17,< 1,initial,NA,NA,"Yu, Alice Fong Yu Alternative School","1541 12TH AVE, SAN FRANCISCO, CA 94122",37.7589645,-122.4696808
12,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site B,4/19/17,< 1,initial,NA,NA,"Yu, Alice Fong Yu Alternative School","1541 12TH AVE, SAN FRANCISCO, CA 94122",37.7589645,-122.4696808
13,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site C,4/19/17,< 1,initial,NA,NA,"Yu, Alice Fong Yu Alternative School","1541 12TH AVE, SAN FRANCISCO, CA 94122",37.7589645,-122.4696808
14,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site D,4/19/17,< 1,initial,NA,NA,"Yu, Alice Fong Yu Alternative School","1541 12TH AVE, SAN FRANCISCO, CA 94122",37.7589645,-122.4696808
15,SFUSD,Alice Fong Yu ES,Alice Fong Yu ES - Site E,4/19/17,< 1,initial,NA,NA,"Yu, Alice Fong Yu Alternative School","1541 12TH AVE, SAN FRANCISCO, CA 94122",37.7589645,-122.4696808
16,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site A,12/15/17,< 1,initial,NA,NA,Alvarado Elementary School,"625 DOUGLASS ST, SAN FRANCISCO, CA 94114",37.7536812,-122.4381943
17,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site B,12/15/17,1,initial,NA,NA,Alvarado Elementary School,"625 DOUGLASS ST, SAN FRANCISCO, CA 94114",37.7536812,-122.4381943
18,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site C,12/15/17,1,initial,NA,NA,Alvarado Elementary School,"625 DOUGLASS ST, SAN FRANCISCO, CA 94114",37.7536812,-122.4381943
19,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site D,12/15/17,< 1,initial,NA,NA,Alvarado Elementary School,"625 DOUGLASS ST, SAN FRANCISCO, CA 94114",37.7536812,-122.4381943
20,SFUSD,Alvarado Elementary School,Alvarado Elementary School - Site E,12/15/17,< 1,initial,NA,NA,Alvarado Elementary School,"625 DOUGLASS ST, SAN FRANCISCO, CA 94114",37.7536812,-122.4381943
21,SFUSD,Aptos Middle School,Aptos Middle School - Site A,2/14/18,< 1,initial,NA,"Cl2-T=2.41, 2.42",Aptos Middle School,"105 APTOS AVE, SAN FRANCISCO, CA 94127",37.7296715,-122.4657822
22,SFUSD,Aptos Middle School,Aptos Middle School - Site B,2/14/18,< 1,initial,NA,"Cl2-T=2.04, 2.06",Aptos Middle School,"105 APTOS AVE, SAN FRANCISCO, CA 94127",37.7296715,-122.4657822
23,SFUSD,Aptos Middle School,Aptos Middle School - Site C,2/14/18,< 1,initial,NA,"Cl2-T=1.71, 1.72",Aptos Middle School,"105 APTOS AVE, SAN FRANCISCO, CA 94127",37.7296715,-122.4657822
24,SFUSD,Aptos Middle School,Aptos Middle School - Site D,2/14/18,< 1,initial,NA,"Cl2-T=2.47, 2.55",Aptos Middle School,"105 APTOS AVE, SAN FRANCISCO, CA 94127",37.7296715,-122.4657822
25,SFUSD,Aptos Middle School,Aptos Middle School - Site E,2/14/18,< 1,initial,NA,"Cl2-T=2.45, 2.42",Aptos Middle School,"105 APTOS AVE, SAN FRANCISCO, CA 94127",37.7296715,-122.4657822
26,SFUSD,Argonne ES,Argonne ES - Site A,4/20/17,< 1,initial,NA,NA,Argonne Elementary School,"680 18TH AVE, SAN FRANCISCO, CA 94121",37.7753067,-122.4763107
27,SFUSD,Argonne ES,Argonne ES - Site B,4/20/17,< 1,initial,NA,NA,Argonne Elementary School,"680 18TH AVE, SAN FRANCISCO, CA 94121",37.7753067,-122.4763107
28,SFUSD,Argonne ES,Argonne ES - Site C,4/20/17,< 1,initial,NA,NA,Argonne Elementary School,"680 18TH AVE, SAN FRANCISCO, CA 94121",37.7753067,-122.4763107
29,SFUSD,Argonne ES,Argonne ES - Site D,4/20/17,< 1,initial,NA,NA,Argonne Elementary School,"680 18TH AVE, SAN FRANCISCO, CA 94121",37.7753067,-122.4763107
30,SFUSD,Argonne ES,Argonne ES - Site E,4/20/17,< 1,initial,NA,NA,Argonne Elementary School,"680 18TH AVE, SAN FRANCISCO, CA 94121",37.7753067,-122.4763107
31,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site A,3/14/18,< 1,initial,NA,NA,Asawa (Ruth) SF School of the Arts,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",37.7453156,-122.4488297
32,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site B,3/14/18,1.2,initial,NA,NA,Asawa (Ruth) SF School of the Arts,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",37.7453156,-122.4488297
33,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site C,3/14/18,1,initial,NA,NA,Asawa (Ruth) SF School of the Arts,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",37.7453156,-122.4488297
34,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site D,3/14/18,< 1,initial,NA,NA,Asawa (Ruth) SF School of the Arts,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",37.7453156,-122.4488297
35,SFUSD,Asawa (Ruth) SF School of the Arts,Asawa (Ruth) SF School of the Arts - Site E,3/14/18,< 1,initial,NA,NA,Asawa (Ruth) SF School of the Arts,"555 PORTOLA DR, SAN FRANCISCO CA, 94131",37.7453156,-122.4488297
36,SFUSD,Balboa High School,Balboa High School - Site A,3/6/18,1.4,initial,NA,NA,Balboa High School,"1000 CAYUGA AVE, SAN FRANCISCO, CA 94112",37.7211418,-122.4413986
37,SFUSD,Balboa High School,Balboa High School - Site B,3/6/18,1.2,initial,NA,NA,Balboa High School,"1000 CAYUGA AVE, SAN FRANCISCO, CA 94112",37.7211418,-122.4413986
38,SFUSD,Balboa High School,Balboa High School - Site C,3/6/18,1.1,initial,NA,NA,Balboa High School,"1000 CAYUGA AVE, SAN FRANCISCO, CA 94112",37.7211418,-122.4413986
39,SFUSD,Balboa High School,Balboa High School - Site D,3/6/18,2.9,initial,NA,NA,Balboa High School,"1000 CAYUGA AVE, SAN FRANCISCO, CA 94112",37.7211418,-122.4413986
40,SFUSD,Balboa High School,Balboa High School - Site E,3/6/18,< 1,initial,NA,NA,Balboa High School,"1000 CAYUGA AVE, SAN FRANCISCO, CA 94112",37.7211418,-122.4413986
41,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site A,4/27/17,< 1,initial,NA,NA,"Carmichael, Bessie Carmichael K-5 Campus / Early Education","375 07TH ST, SAN FRANCISCO, CA 94103",37.7763824,-122.406456
42,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site B,4/27/17,< 1,initial,NA,NA,"Carmichael, Bessie Carmichael K-5 Campus / Early Education","375 07TH ST, SAN FRANCISCO, CA 94103",37.7763824,-122.406456
43,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site C,NA,NA,NA,NA,"Not collected, canceled by school rep","Carmichael, Bessie Carmichael K-5 Campus / Early Education","375 07TH ST, SAN FRANCISCO, CA 94103",37.7763824,-122.406456
44,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site D,NA,NA,NA,NA,"Not collected, canceled by school rep","Carmichael, Bessie Carmichael K-5 Campus / Early Education","375 07TH ST, SAN FRANCISCO, CA 94103",37.7763824,-122.406456
45,SFUSD,Bessie Carmichael ES,Bessie Carmichael ES - Site E,4/27/17,< 1,initial,NA,NA,"Carmichael, Bessie Carmichael K-5 Campus / Early Education","375 07TH ST, SAN FRANCISCO, CA 94103",37.7763824,-122.406456
46,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site A,12/13/17,9.1,initial,NA,NA,"Carmichael, Bessie Carmichael (6-8 Campus)","824 HARRISON ST, SAN FRANCISCO, CA 94107",37.7805595,-122.4004898
47,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site B,12/13/17,11,initial,NA,NA,"Carmichael, Bessie Carmichael (6-8 Campus)","824 HARRISON ST, SAN FRANCISCO, CA 94107",37.7805595,-122.4004898
48,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site C,12/13/17,8,initial,NA,NA,"Carmichael, Bessie Carmichael (6-8 Campus)","824 HARRISON ST, SAN FRANCISCO, CA 94107",37.7805595,-122.4004898
49,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site D,12/13/17,2.1,initial,NA,NA,"Carmichael, Bessie Carmichael (6-8 Campus)","824 HARRISON ST, SAN FRANCISCO, CA 94107",37.7805595,-122.4004898
50,SFUSD,Bessie Carmichael MS,Bessie Carmichael MS - Site E,12/13/17,1,initial,NA,NA,"Carmichael, Bessie Carmichael (6-8 Campus)","824 HARRISON ST, SAN FRANCISCO, CA 94107",37.7805595,-122.4004898
51,SFUSD,Bret Harte ES,Bret Harte ES - Site A,9/29/17,< 1,initial,NA,NA,"Harte, Bret Harte Elementary / Early Education","1035 GILMAN AVE, SAN FRANCISCO, CA 94124",37.7178993,-122.3892212
52,SFUSD,Bret Harte ES,Bret Harte ES - Site B,9/29/17,1.94,initial,NA,NA,"Harte, Bret Harte Elementary / Early Education","1035 GILMAN AVE, SAN FRANCISCO, CA 94124",37.7178993,-122.3892212
53,SFUSD,Bret Harte ES,Bret Harte ES - Site C,9/29/17,1.03,initial,NA,NA,"Harte, Bret Harte Elementary / Early Education","1035 GILMAN AVE, SAN FRANCISCO, CA 94124",37.7178993,-122.3892212
54,SFUSD,Bret Harte ES,Bret Harte ES - Site D,9/29/17,1.09,initial,NA,NA,"Harte, Bret Harte Elementary / Early Education","1035 GILMAN AVE, SAN FRANCISCO, CA 94124",37.7178993,-122.3892212
55,SFUSD,Bret Harte ES,Bret Harte ES - Site E,9/29/17,< 1,initial,NA,NA,"Harte, Bret Harte Elementary / Early Education","1035 GILMAN AVE, SAN FRANCISCO, CA 94124",37.7178993,-122.3892212
56,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site A,2/7/18,< 1,initial,NA,NA,"Brown, Willie Brown Jr Middle School","2055 SILVER AVE, SAN FRANCISCO, CA 94124",37.7364769,-122.3995743
57,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site B,2/7/18,< 1,initial,NA,NA,"Brown, Willie Brown Jr Middle School","2055 SILVER AVE, SAN FRANCISCO, CA 94124",37.7364769,-122.3995743
58,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site C,2/7/18,< 1,initial,NA,NA,"Brown, Willie Brown Jr Middle School","2055 SILVER AVE, SAN FRANCISCO, CA 94124",37.7364769,-122.3995743
59,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site D,2/7/18,< 1,initial,NA,NA,"Brown, Willie Brown Jr Middle School","2055 SILVER AVE, SAN FRANCISCO, CA 94124",37.7364769,-122.3995743
60,SFUSD,Brown Jr. (Willie L) Middle School,Brown Jr. (Willie L) Middle School - Site E,2/7/18,< 1,initial,NA,NA,"Brown, Willie Brown Jr Middle School","2055 SILVER AVE, SAN FRANCISCO, CA 94124",37.7364769,-122.3995743
61,SFUSD,Bryant ES,Bryant ES - Site A,4/21/17,2.85,initial,NA,NA,Bryant Early Education / Bryant Elementary,"2641 25TH ST, SAN FRANCISCO, CA 94110",37.7514534,-122.4046936
62,SFUSD,Bryant ES,Bryant ES - Site B,4/21/17,5.27,initial,NA,NA,Bryant Early Education / Bryant Elementary,"2641 25TH ST, SAN FRANCISCO, CA 94110",37.7514534,-122.4046936
63,SFUSD,Bryant ES,Bryant ES - Site C,4/21/17,< 1,initial,NA,NA,Bryant Early Education / Bryant Elementary,"2641 25TH ST, SAN FRANCISCO, CA 94110",37.7514534,-122.4046936
64,SFUSD,Bryant ES,Bryant ES - Site D,4/21/17,11.7,initial,NA,NA,Bryant Early Education / Bryant Elementary,"2641 25TH ST, SAN FRANCISCO, CA 94110",37.7514534,-122.4046936
65,SFUSD,Bryant ES,Bryant ES - Site E,4/21/17,5.61,initial,NA,NA,Bryant Early Education / Bryant Elementary,"2641 25TH ST, SAN FRANCISCO, CA 94110",37.7514534,-122.4046936
66,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site A,1/17/18,< 1,initial,NA,NA,Buena Vista / Horace Mann,"3351 23RD ST, SAN FRANCISCO, CA 94110",37.7530327,-122.4201813
67,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site B,1/17/18,5.5,initial,NA,NA,Buena Vista / Horace Mann,"3351 23RD ST, SAN FRANCISCO, CA 94110",37.7530327,-122.4201813
68,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site C,1/17/18,< 1,initial,NA,NA,Buena Vista / Horace Mann,"3351 23RD ST, SAN FRANCISCO, CA 94110",37.7530327,-122.4201813
69,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site D,1/17/18,< 1,initial,NA,NA,Buena Vista / Horace Mann,"3351 23RD ST, SAN FRANCISCO, CA 94110",37.7530327,-122.4201813
70,SFUSD,Buena Vista/Horace Mann K-8,Buena Vista/Horace Mann K-8 - Site E,1/17/18,< 1,initial,NA,NA,Buena Vista / Horace Mann,"3351 23RD ST, SAN FRANCISCO, CA 94110",37.7530327,-122.4201813
71,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site A,3/20/18,< 1,initial,NA,NA,"Burton, Phillip And Sala Burton High School","400 MANSELL ST, SAN FRANCISCO, CA 94134",37.7215462,-122.4065552
72,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site B,3/20/18,< 1,initial,NA,NA,"Burton, Phillip And Sala Burton High School","400 MANSELL ST, SAN FRANCISCO, CA 94134",37.7215462,-122.4065552
73,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site C,3/20/18,< 1,initial,NA,NA,"Burton, Phillip And Sala Burton High School","400 MANSELL ST, SAN FRANCISCO, CA 94134",37.7215462,-122.4065552
74,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site D,3/20/18,< 1,initial,NA,NA,"Burton, Phillip And Sala Burton High School","400 MANSELL ST, SAN FRANCISCO, CA 94134",37.7215462,-122.4065552
75,SFUSD,Burton (Phillip and Sala) Academic High School,Burton (Phillip and Sala) Academic High School - Site E,3/20/18,1.2,initial,NA,NA,"Burton, Phillip And Sala Burton High School","400 MANSELL ST, SAN FRANCISCO, CA 94134",37.7215462,-122.4065552
76,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site A,9/19/17,< 1,initial,NA,NA,"Chavez, Cesar Chavez Elementary School / Preschool","825 SHOTWELL ST, SAN FRANCISCO, CA 94110",37.7549210,-122.4148788
77,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site B,9/19/17,< 1,initial,NA,NA,"Chavez, Cesar Chavez Elementary School / Preschool","825 SHOTWELL ST, SAN FRANCISCO, CA 94110",37.7549210,-122.4148788
78,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site C,10/4/17,< 1,initial,NA,NA,"Chavez, Cesar Chavez Elementary School / Preschool","825 SHOTWELL ST, SAN FRANCISCO, CA 94110",37.7549210,-122.4148788
79,SFUSD,Cesar Chavez ES,Cesar Chavez ES - Site D,10/4/17,< 1,initial,NA,NA,"Chavez, Cesar Chavez Elementary School / Preschool","825 SHOTWELL ST, SAN FRANCISCO, CA 94110",37.7549210,-122.4148788
80,SFUSD,Cesar Chavez ES,Ceaar Chavez ES - Site E,10/4/17,< 1,initial,NA,NA,"Chavez, Cesar Chavez Elementary School / Preschool","825 SHOTWELL ST, SAN FRANCISCO, CA 94110",37.7549210,-122.4148788
81,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site A,9/26/17,5.15,initial,NA,NA,Chinese Education Center Elementary School,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",37.7947693,-122.4040604
82,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site B,9/26/17,< 1,initial,NA,NA,Chinese Education Center Elementary School,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",37.7947693,-122.4040604
83,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site C,9/26/17,9.67,initial,NA,NA,Chinese Education Center Elementary School,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",37.7947693,-122.4040604
84,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site D,9/26/17,2.02,initial,NA,NA,Chinese Education Center Elementary School,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",37.7947693,-122.4040604
85,SFUSD,Chinese Ed. Center ES,Chinese Ed. Center ES - Site E,9/26/17,< 1,initial,NA,NA,Chinese Education Center Elementary School,"657 MERCHANT ST, SAN FRANCISCO, CA 94111",37.7947693,-122.4040604
86,SFUSD,Chinese Immersion School,Chinese Immersion School - Site A,9/27/17,< 1,initial,NA,NA,Chinese Immersion School At Deavila,"1250 WALLER ST, SAN FRANCISCO, CA 94117",37.7698288,-122.4442749
87,SFUSD,Chinese Immersion School,Chinese Immersion School - Site B,9/27/17,1.2,initial,NA,NA,Chinese Immersion School At Deavila,"1250 WALLER ST, SAN FRANCISCO, CA 94117",37.7698288,-122.4442749
88,SFUSD,Chinese Immersion School,Chinese Immersion School - Site C,9/27/17,< 1,initial,NA,NA,Chinese Immersion School At Deavila,"1250 WALLER ST, SAN FRANCISCO, CA 94117",37.7698288,-122.4442749
89,SFUSD,Chinese Immersion School,Chinese Immersion School - Site D,9/27/17,< 1,initial,NA,NA,Chinese Immersion School At Deavila,"1250 WALLER ST, SAN FRANCISCO, CA 94117",37.7698288,-122.4442749
90,SFUSD,Chinese Immersion School,Chinese Immersion School - Site E,9/27/17,1.38,initial,NA,NA,Chinese Immersion School At Deavila,"1250 WALLER ST, SAN FRANCISCO, CA 94117",37.7698288,-122.4442749
91,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site A,3/6/18,< 1,initial,NA,NA,City Arts And Tech High School,"325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7187843,-122.4246674
92,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site B,3/6/18,< 1,initial,NA,NA,City Arts And Tech High School,"325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7187843,-122.4246674
93,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site C,3/6/18,< 1,initial,NA,NA,City Arts And Tech High School,"325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7187843,-122.4246674
94,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site D,3/6/18,< 1,initial,NA,NA,City Arts And Tech High School,"325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7187843,-122.4246674
95,SFUSD,City Arts & Tech High School,City Arts & Tech High School - Site E,3/6/18,1.8,initial,NA,NA,City Arts And Tech High School,"325 LA GRANDE AVE, SAN FRANCISCO, CA 94112",37.7187843,-122.4246674
96,SFUSD,Civic Center SS,Civic Center SS - Site A,9/28/17,< 1,initial,NA,NA,San Francisco County Civic Center Secondary School,"727 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",37.7802963,-122.4229431
97,SFUSD,Civic Center SS,Civic Center SS - Site B,9/28/17,< 1,initial,NA,NA,San Francisco County Civic Center Secondary School,"727 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",37.7802963,-122.4229431
98,SFUSD,Civic Center SS,Civic Center SS - Site C,9/28/17,< 1,initial,NA,NA,San Francisco County Civic Center Secondary School,"727 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",37.7802963,-122.4229431
99,SFUSD,Civic Center SS,Civic Center SS - Site D,9/28/17,< 1,initial,NA,NA,San Francisco County Civic Center Secondary School,"727 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",37.7802963,-122.4229431
100,SFUSD,Civic Center SS,Civic Center SS - Site E,9/28/17,1.46,initial,NA,NA,San Francisco County Civic Center Secondary School,"727 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",37.7802963,-122.4229431
101,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site A,9/27/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)","3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",37.7872009,-122.4580154
102,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site B,9/27/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)","3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",37.7872009,-122.4580154
103,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site C,9/27/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)","3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",37.7872009,-122.4580154
104,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site D,9/27/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)","3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",37.7872009,-122.4580154
105,SFUSD,Claire B. Lilienthal K-2 Madison Campus,Claire B. Lilienthal K-2 Madison Campus - Site E,9/27/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (K-2 Madison Campus)","3950 SACRAMENTO ST, SAN FRANCISCO, CA 94118",37.7872009,-122.4580154
106,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site A,12/13/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)","3630 DIVISADERO ST, SAN FRANCISCO, CA 94123",37.8033600,-122.4432373
107,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site B,12/13/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)","3630 DIVISADERO ST, SAN FRANCISCO, CA 94123",37.8033600,-122.4432373
108,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site C,12/13/17,1.3,initial,NA,NA,"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)","3630 DIVISADERO ST, SAN FRANCISCO, CA 94123",37.8033600,-122.4432373
109,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site D,12/13/17,< 1,initial,NA,NA,"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)","3630 DIVISADERO ST, SAN FRANCISCO, CA 94123",37.8033600,-122.4432373
110,SFUSD,Claire B. Lilienthal 3-8 Scott Campus,Claire B. Lilienthal 3-8 Scott Campus - Site E,12/13/17,1.1,initial,NA,NA,"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)","3630 DIVISADERO ST, SAN FRANCISCO, CA 94123",37.8033600,-122.4432373
111,SFUSD,Clarendon ES,Clarendon ES - Site A,10/5/17,< 1,initial,NA,NA,Clarendon Elementary School,"500 CLARENDON AVE, SAN FRANCISCO, CA 94131",37.7537537,-122.4562683
112,SFUSD,Clarendon ES,Clarendon ES - Site B,10/5/17,< 1,initial,NA,NA,Clarendon Elementary School,"500 CLARENDON AVE, SAN FRANCISCO, CA 94131",37.7537537,-122.4562683
113,SFUSD,Clarendon ES,Clarendon ES - Site C,10/5/17,< 1,initial,NA,NA,Clarendon Elementary School,"500 CLARENDON AVE, SAN FRANCISCO, CA 94131",37.7537537,-122.4562683
114,SFUSD,Clarendon ES,Clarendon ES - Site D,10/5/17,< 1,initial,NA,NA,Clarendon Elementary School,"500 CLARENDON AVE, SAN FRANCISCO, CA 94131",37.7537537,-122.4562683
115,SFUSD,Clarendon ES,Clarendon ES - Site E,10/5/17,< 1,initial,NA,NA,Clarendon Elementary School,"500 CLARENDON AVE, SAN FRANCISCO, CA 94131",37.7537537,-122.4562683
116,SFUSD,Cleveland ES,Cleveland ES - Site A,10/5/17,< 1,initial,NA,NA,Cleveland Elementary School,"455 ATHENS ST, SAN FRANCISCO, CA 94112",37.7203407,-122.4291916
117,SFUSD,Cleveland ES,Cleveland ES - Site B,10/5/17,< 1,initial,NA,NA,Cleveland Elementary School,"455 ATHENS ST, SAN FRANCISCO, CA 94112",37.7203407,-122.4291916
118,SFUSD,Cleveland ES,Cleveland ES - Site C,10/5/17,< 1,initial,NA,NA,Cleveland Elementary School,"455 ATHENS ST, SAN FRANCISCO, CA 94112",37.7203407,-122.4291916
119,SFUSD,Cleveland ES,Cleveland ES - Site D,10/5/17,< 1,initial,NA,NA,Cleveland Elementary School,"455 ATHENS ST, SAN FRANCISCO, CA 94112",37.7203407,-122.4291916
120,SFUSD,Cleveland ES,Cleveland ES - Site E,10/5/17,< 1,initial,NA,NA,Cleveland Elementary School,"455 ATHENS ST, SAN FRANCISCO, CA 94112",37.7203407,-122.4291916
121,SFUSD,Commodore Sloat ES,Commodore Sloat ES - Site A,4/11/17,< 1,initial,NA,NA,"Sloat, Commodore Sloat Elementary School","50 DARIEN WAY, SAN FRANCISCO, CA 94127",37.7312584,-122.4704819
